experimental_id,colony_id,position_virus,treatment,treatment_nr,video_position,feeding_session,camera,block,position_on_video,time_first_ant_left,time_first_ant_right,second,side_of_first_ant,feeding_side,event_id,feeding_annotation_end,feeding_start,feeding_end,f2_start,f2_end,f3_start,f3_end,f4_start,f4_end,feeding_duration
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l15,01:25:00.000,00:39:50.880,00:40:40.519,NA,NA,NA,NA,NA,NA,00:00:49.639
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l16,01:25:00.000,00:40:16.119,00:41:27.800,NA,NA,NA,NA,NA,NA,00:01:11.681
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l17,01:25:00.000,00:44:13.599,00:45:12.680,NA,NA,NA,NA,NA,NA,00:00:59.081
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l18,01:25:00.000,00:44:50.640,00:45:57.240,NA,NA,NA,NA,NA,NA,00:01:06.600
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l19,01:25:00.000,00:46:20.519,00:47:28.000,NA,NA,NA,NA,NA,NA,00:01:07.481
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l20,01:25:00.000,00:47:47.200,00:48:41.600,NA,NA,NA,NA,NA,NA,00:00:54.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l21,01:25:00.000,00:48:14.960,00:49:23.400,NA,NA,NA,NA,NA,NA,00:01:08.440
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l22,01:25:00.000,00:49:23.240,00:50:17.920,NA,NA,NA,NA,NA,NA,00:00:54.680
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l23,01:25:00.000,00:51:17.440,00:52:57.519,NA,NA,NA,NA,NA,NA,00:01:40.079
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l24,01:25:00.000,00:52:18.680,00:53:27.440,NA,NA,NA,NA,NA,NA,00:01:08.760
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l25,01:25:00.000,00:54:15.160,00:55:24.800,NA,NA,NA,NA,NA,NA,00:01:09.640
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l26,01:25:00.000,00:54:39.200,00:55:31.760,NA,NA,NA,NA,NA,NA,00:00:52.560
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l27,01:25:00.000,00:57:13.320,00:57:40.800,NA,NA,NA,NA,NA,NA,00:00:27.480
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l28,01:25:00.000,00:57:47.039,00:58:23.400,NA,NA,NA,NA,NA,NA,00:00:36.361
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l29,01:25:00.000,00:58:12.920,00:59:20.120,NA,NA,NA,NA,NA,NA,00:01:07.200
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l30,01:25:00.000,00:58:48.039,00:59:58.559,NA,NA,NA,NA,NA,NA,00:01:10.520
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l31,01:25:00.000,01:00:04.960,01:00:40.680,NA,NA,NA,NA,NA,NA,00:00:35.720
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l32,01:25:00.000,01:00:24.080,01:01:25.800,NA,NA,NA,NA,NA,NA,00:01:01.720
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l33,01:25:00.000,01:01:11.080,01:01:32.440,01:01:46.600,01:02:02.720,NA,NA,NA,NA,00:00:37.480
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l34,01:25:00.000,01:01:55.480,01:02:37.400,NA,NA,NA,NA,NA,NA,00:00:41.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l35,01:25:00.000,01:02:04.720,01:04:29.600,NA,NA,NA,NA,NA,NA,00:02:24.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l36,01:25:00.000,01:02:06.519,01:02:40.960,NA,NA,NA,NA,NA,NA,00:00:34.441
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l37,01:25:00.000,01:02:03.440,01:03:28.640,NA,NA,NA,NA,NA,NA,00:01:25.200
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l38,01:25:00.000,01:02:25.920,01:03:33.080,NA,NA,NA,NA,NA,NA,00:01:07.160
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l39,01:25:00.000,01:04:24.440,01:05:32.760,NA,NA,NA,NA,NA,NA,00:01:08.320
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l40,01:25:00.000,01:04:35.519,01:05:38.200,NA,NA,NA,NA,NA,NA,00:01:02.681
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l41,01:25:00.000,01:08:10.760,01:09:19.320,NA,NA,NA,NA,NA,NA,00:01:08.560
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l42,01:25:00.000,01:08:43.840,01:09:34.960,NA,NA,NA,NA,NA,NA,00:00:51.120
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l43,01:25:00.000,01:11:29.520,01:12:14.360,NA,NA,NA,NA,NA,NA,00:00:44.840
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l44,01:25:00.000,01:11:39.800,01:12:29.119,NA,NA,NA,NA,NA,NA,00:00:49.319
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l45,01:25:00.000,01:12:14.199,01:13:28.400,NA,NA,NA,NA,NA,NA,00:01:14.201
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l46,01:25:00.000,01:15:02.640,01:15:34.239,01:15:38.960,01:16:08.560,NA,NA,NA,NA,00:01:01.199
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l47,01:25:00.000,01:15:18.800,01:16:50.720,NA,NA,NA,NA,NA,NA,00:01:31.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l48,01:25:00.000,01:15:28.119,01:16:16.119,NA,NA,NA,NA,NA,NA,00:00:48.000
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l49,01:25:00.000,01:19:22.880,01:19:33.760,NA,NA,NA,NA,NA,NA,00:00:10.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l50,01:25:00.000,01:20:11.920,01:22:09.560,NA,NA,NA,NA,NA,NA,00:01:57.640
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l51,01:25:00.000,01:20:24.880,01:21:12.800,NA,NA,NA,NA,NA,NA,00:00:47.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l52,01:25:00.000,01:20:32.760,01:21:17.840,NA,NA,NA,NA,NA,NA,00:00:45.080
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l53,01:25:00.000,01:21:25.600,01:22:48.000,NA,NA,NA,NA,NA,NA,00:01:22.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l54,01:25:00.000,01:22:53.159,01:23:46.920,NA,NA,NA,NA,NA,NA,00:00:53.761
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l55,01:25:00.000,01:23:27.760,01:24:41.159,NA,NA,NA,NA,NA,NA,00:01:13.399
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l56,01:25:00.000,01:23:52.560,01:24:43.440,NA,NA,NA,NA,NA,NA,00:00:50.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l57,01:25:00.000,01:23:07.240,01:23:41.600,NA,NA,NA,NA,NA,NA,00:00:34.360
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r1,01:13:00.000,00:11:30.480,00:12:38.240,NA,NA,NA,NA,NA,NA,00:01:07.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r2,01:13:00.000,00:14:02.000,00:14:45.920,NA,NA,NA,NA,NA,NA,00:00:43.920
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r3,01:13:00.000,00:14:43.040,00:15:47.320,NA,NA,NA,NA,NA,NA,00:01:04.280
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r4,01:13:00.000,00:18:10.600,00:19:17.360,NA,NA,NA,NA,NA,NA,00:01:06.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r5,01:13:00.000,00:18:22.880,00:19:06.559,NA,NA,NA,NA,NA,NA,00:00:43.679
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r6,01:13:00.000,00:19:38.559,00:21:05.480,NA,NA,NA,NA,NA,NA,00:01:26.921
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r7,01:13:00.000,00:19:42.799,00:20:45.799,NA,NA,NA,NA,NA,NA,00:01:03.000
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r8,01:13:00.000,00:20:02.160,00:21:09.600,NA,NA,NA,NA,NA,NA,00:01:07.440
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r9,01:13:00.000,00:20:08.840,00:21:33.960,00:21:46.680,00:22:28.440,NA,NA,NA,NA,00:02:06.880
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r10,01:13:00.000,00:22:40.759,00:23:32.880,NA,NA,NA,NA,NA,NA,00:00:52.121
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r11,01:13:00.000,00:22:13.720,00:22:22.560,00:23:57.600,00:25:00.640,NA,NA,NA,NA,00:01:11.880
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r12,01:13:00.000,00:22:54.640,00:25:30.640,NA,NA,NA,NA,NA,NA,00:02:36.000
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r13,01:13:00.000,00:22:56.279,00:24:29.960,NA,NA,NA,NA,NA,NA,00:01:33.681
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r14,01:13:00.000,00:23:14.320,00:24:17.720,NA,NA,NA,NA,NA,NA,00:01:03.400
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r15,01:13:00.000,00:23:39.400,00:24:27.080,00:24:39.680,00:25:57.360,NA,NA,NA,NA,00:02:05.360
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r16,01:13:00.000,00:24:33.000,00:25:04.400,NA,NA,NA,NA,NA,NA,00:00:31.400
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r17,01:13:00.000,00:25:19.240,00:26:30.720,00:27:11.000,00:27:33.160,NA,NA,NA,NA,00:01:33.640
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r18,01:13:00.000,00:25:21.400,00:26:21.240,NA,NA,NA,NA,NA,NA,00:00:59.840
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r19,01:13:00.000,00:26:12.400,00:27:09.759,NA,NA,NA,NA,NA,NA,00:00:57.359
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r20,01:13:00.000,00:26:18.880,00:27:10.360,NA,NA,NA,NA,NA,NA,00:00:51.480
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r21,01:13:00.000,00:26:40.920,00:27:12.640,00:27:22.200,00:28:19.040,NA,NA,NA,NA,00:01:28.560
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r22,01:13:00.000,00:27:40.000,00:28:30.320,NA,NA,NA,NA,NA,NA,00:00:50.320
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r23,01:13:00.000,00:28:53.400,00:29:54.240,NA,NA,NA,NA,NA,NA,00:01:00.840
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r24,01:13:00.000,00:28:51.960,00:29:39.200,NA,NA,NA,NA,NA,NA,00:00:47.240
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r25,01:13:00.000,00:29:47.080,00:30:49.240,NA,NA,NA,NA,NA,NA,00:01:02.160
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r26,01:13:00.000,00:29:48.640,00:30:25.960,00:32:08.640,00:32:49.800,NA,NA,NA,NA,00:01:18.480
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r27,01:13:00.000,00:31:23.120,00:32:31.240,00:32:53.680,00:33:14.759,NA,NA,NA,NA,00:01:29.199
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r28,01:13:00.000,00:31:41.200,00:32:11.840,NA,NA,NA,NA,NA,NA,00:00:30.640
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r29,01:13:00.000,00:32:05.880,00:34:02.560,NA,NA,NA,NA,NA,NA,00:01:56.680
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r30,01:13:00.000,00:34:13.200,00:36:43.000,NA,NA,NA,NA,NA,NA,00:02:29.800
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r31,01:13:00.000,00:34:31.720,00:35:23.800,NA,NA,NA,NA,NA,NA,00:00:52.080
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r32,01:13:00.000,00:34:36.079,00:35:50.320,NA,NA,NA,NA,NA,NA,00:01:14.241
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r33,01:13:00.000,00:35:04.240,00:35:44.640,NA,NA,NA,NA,NA,NA,00:00:40.400
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r34,01:13:00.000,00:35:58.160,00:37:15.360,NA,NA,NA,NA,NA,NA,00:01:17.200
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r35,01:13:00.000,00:36:08.400,00:37:17.880,00:37:25.880,00:37:41.079,00:38:21.720,00:39:41.200,NA,NA,00:02:44.159
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r36,01:13:00.000,00:36:21.039,00:37:44.039,NA,NA,NA,NA,NA,NA,00:01:23.000
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r37,01:13:00.000,00:36:31.559,00:37:56.079,NA,NA,NA,NA,NA,NA,00:01:24.520
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r38,01:13:00.000,00:37:05.039,00:38:06.880,NA,NA,NA,NA,NA,NA,00:01:01.841
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r39,01:13:00.000,00:37:25.320,00:39:14.480,NA,NA,NA,NA,NA,NA,00:01:49.160
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r40,01:13:00.000,00:37:44.800,00:39:01.880,NA,NA,NA,NA,NA,NA,00:01:17.080
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r41,01:13:00.000,00:39:47.079,00:40:40.840,NA,NA,NA,NA,NA,NA,00:00:53.761
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r42,01:13:00.000,00:40:19.280,00:40:53.480,NA,NA,NA,NA,NA,NA,00:00:34.200
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r43,01:13:00.000,00:40:36.680,00:42:07.079,NA,NA,NA,NA,NA,NA,00:01:30.399
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r44,01:13:00.000,00:41:57.599,00:42:27.800,NA,NA,NA,NA,NA,NA,00:00:30.201
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r45,01:13:00.000,00:42:16.760,00:43:15.400,NA,NA,NA,NA,NA,NA,00:00:58.640
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r46,01:13:00.000,00:43:17.599,00:43:42.039,00:44:17.039,00:44:42.039,00:45:09.000,00:45:35.320,NA,NA,00:01:15.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r47,01:13:00.000,00:44:00.360,00:44:56.240,NA,NA,NA,NA,NA,NA,00:00:55.880
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r48,01:13:00.000,00:43:58.079,00:44:23.079,00:44:49.360,00:46:58.720,NA,NA,NA,NA,00:02:34.360
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r49,01:13:00.000,00:44:09.039,00:45:45.079,NA,NA,NA,NA,NA,NA,00:01:36.040
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r50,01:13:00.000,00:45:15.680,00:46:18.920,NA,NA,NA,NA,NA,NA,00:01:03.240
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r51,01:13:00.000,00:46:09.720,00:48:08.600,NA,NA,NA,NA,NA,NA,00:01:58.880
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r52,01:13:00.000,00:46:31.680,00:48:15.400,00:48:53.800,00:49:56.280,NA,NA,NA,NA,00:02:46.200
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r53,01:13:00.000,00:46:33.200,00:46:49.480,00:47:23.240,00:49:19.240,NA,NA,NA,NA,00:02:12.280
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r54,01:13:00.000,00:46:38.760,00:47:00.120,00:47:14.720,00:49:53.400,NA,NA,NA,NA,00:03:00.040
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r55,01:13:00.000,00:47:03.200,00:48:38.880,NA,NA,NA,NA,NA,NA,00:01:35.680
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r56,01:13:00.000,00:48:38.760,00:50:24.680,NA,NA,NA,NA,NA,NA,00:01:45.920
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r57,01:13:00.000,00:50:27.160,00:51:23.600,NA,NA,NA,NA,NA,NA,00:00:56.440
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r58,01:13:00.000,00:51:26.320,00:52:14.039,00:52:23.079,00:52:40.079,NA,NA,NA,NA,00:01:04.719
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r59,01:13:00.000,00:51:45.519,00:53:06.280,NA,NA,NA,NA,NA,NA,00:01:20.761
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r60,01:13:00.000,00:52:49.280,00:53:18.800,00:53:58.200,00:55:21.519,NA,NA,NA,NA,00:01:52.839
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r61,01:13:00.000,00:54:00.680,00:55:16.440,NA,NA,NA,NA,NA,NA,00:01:15.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r62,01:13:00.000,00:54:11.800,00:57:56.600,NA,NA,NA,NA,NA,NA,00:03:44.800
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r63,01:13:00.000,00:55:38.039,00:56:47.160,NA,NA,NA,NA,NA,NA,00:01:09.121
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r64,01:13:00.000,00:56:13.360,00:58:14.760,NA,NA,NA,NA,NA,NA,00:02:01.400
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r65,01:13:00.000,00:56:27.720,00:57:13.640,NA,NA,NA,NA,NA,NA,00:00:45.920
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r66,01:13:00.000,00:56:29.640,00:57:49.240,NA,NA,NA,NA,NA,NA,00:01:19.600
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r67,01:13:00.000,00:57:50.880,00:58:07.080,00:58:10.800,00:59:50.840,NA,NA,NA,NA,00:01:56.240
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r68,01:13:00.000,00:58:29.080,01:00:14.640,NA,NA,NA,NA,NA,NA,00:01:45.560
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r69,01:13:00.000,00:59:15.120,00:59:47.200,01:01:08.120,01:01:38.120,NA,NA,NA,NA,00:01:02.080
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r70,01:13:00.000,01:00:07.200,01:00:58.680,NA,NA,NA,NA,NA,NA,00:00:51.480
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r71,01:13:00.000,01:00:47.080,01:01:35.120,NA,NA,NA,NA,NA,NA,00:00:48.040
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r72,01:13:00.000,01:00:49.160,01:02:01.280,NA,NA,NA,NA,NA,NA,00:01:12.120
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r73,01:13:00.000,01:03:04.960,01:03:37.480,01:04:09.720,01:05:27.640,NA,NA,NA,NA,00:01:50.440
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r74,01:13:00.000,01:03:43.920,01:05:30.680,NA,NA,NA,NA,NA,NA,00:01:46.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r75,01:13:00.000,01:04:12.560,01:05:07.519,NA,NA,NA,NA,NA,NA,00:00:54.959
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r76,01:13:00.000,01:05:22.080,01:07:17.840,NA,NA,NA,NA,NA,NA,00:01:55.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r77,01:13:00.000,01:05:55.320,01:06:57.600,NA,NA,NA,NA,NA,NA,00:01:02.280
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r78,01:13:00.000,01:06:57.800,01:07:24.200,01:07:31.160,01:07:58.000,01:08:10.519,01:08:34.000,NA,NA,00:01:16.721
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r79,01:13:00.000,01:07:58.280,01:09:20.720,NA,NA,NA,NA,NA,NA,00:01:22.440
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r80,01:13:00.000,01:08:41.640,01:08:52.239,01:09:04.000,01:09:34.000,01:10:08.920,01:10:55.239,NA,NA,00:01:26.918
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r81,01:13:00.000,01:09:32.480,01:11:48.520,NA,NA,NA,NA,NA,NA,00:02:16.040
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r82,01:13:00.000,01:10:04.840,01:12:00.680,NA,NA,NA,NA,NA,NA,00:01:55.840
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r83,01:13:00.000,01:10:35.960,01:12:27.640,NA,NA,NA,NA,NA,NA,00:01:51.680
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,r,r84,01:13:00.000,01:11:39.920,01:13:01.680,NA,NA,NA,NA,NA,NA,00:01:21.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l1,01:13:00.000,00:12:54.560,00:14:28.040,NA,NA,NA,NA,NA,NA,00:01:33.480
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l2,01:13:00.000,00:15:38.480,00:16:55.800,NA,NA,NA,NA,NA,NA,00:01:17.320
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l3,01:13:00.000,00:17:31.440,00:19:21.200,NA,NA,NA,NA,NA,NA,00:01:49.760
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l4,01:13:00.000,00:23:38.200,00:24:55.320,NA,NA,NA,NA,NA,NA,00:01:17.120
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l5,01:13:00.000,00:30:01.120,00:31:01.240,NA,NA,NA,NA,NA,NA,00:01:00.120
FC10,A45,right,rl,2,2,1,2,3,NA,00:12:37,00:11:14,l,r,l,l6,01:13:00.000,01:03:07.320,01:04:19.280,NA,NA,NA,NA,NA,NA,00:01:11.960
FC11,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r1,01:02:00.000,00:01:47.480,00:01:59.440,00:02:08.879,00:02:47.840,NA,NA,NA,NA,00:00:50.921
FC11,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r2,01:02:00.000,00:05:44.720,00:07:15.080,NA,NA,NA,NA,NA,NA,00:01:30.360
FC11,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r3,01:02:00.000,00:16:58.320,00:17:46.519,NA,NA,NA,NA,NA,NA,00:00:48.199
FC11,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r4,01:02:00.000,00:20:44.240,00:21:39.560,NA,NA,NA,NA,NA,NA,00:00:55.320
FC11,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r5,01:02:00.000,00:22:41.880,00:23:38.880,NA,NA,NA,NA,NA,NA,00:00:57.000
NA,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r6,01:02:00.000,00:23:46.440,00:24:57.240,NA,NA,NA,NA,NA,NA,00:01:10.800
NA,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r7,01:02:00.000,00:26:17.880,00:28:03.200,NA,NA,NA,NA,NA,NA,00:01:45.320
NA,A50,left,lr,3,3,1,3,3,NA,00:00:27,00:00:01,l,r,r,r8,01:02:00.000,00:26:41.600,00:28:45.759,NA,NA,NA,NA,NA,NA,00:02:04.159
