colony,focal_AntID,tagID,position,time_start,time_stop,exclude
c19,005,48a,p2,2022-04-08T10:24:04.482244648Z,2022-04-08T10:28:07.483298472Z,0
c19,006,4ba,p1,2022-04-08T10:06:19.977657208Z,2022-04-08T10:08:46.144849066Z,0
c19,007,4dd,p2,2022-04-08T10:10:09.478568455Z,2022-04-08T10:11:38.145628573Z,0
c19,007,4dd,p2,2022-04-08T10:25:58.482784857Z,2022-04-08T10:27:41.816487298Z,0
c19,007,4dd,p2,2022-04-08T10:41:05.986715132Z,2022-04-08T10:43:28.320673165Z,0
c19,008,536,p1,2022-04-08T10:12:52.146027198Z,2022-04-08T10:14:21.313007457Z,0
c19,008,536,p1,2022-04-08T10:14:33.146388333Z,2022-04-08T10:15:08.979928787Z,0
c19,008,536,p1,2022-04-08T10:17:36.313896262Z,2022-04-08T10:18:57.814208749Z,0
c19,008,536,p1,2022-04-08T10:21:10.981503392Z,2022-04-08T10:23:18.148725257Z,0
c19,008,536,p1,2022-04-08T10:28:57.650220343Z,2022-04-08T10:30:49.984039612Z,0
c19,008,536,p1,2022-04-08T10:34:29.818319222Z,2022-04-08T10:36:10.985428858Z,0
c19,008,536,p1,2022-04-08T10:55:51.990839062Z,2022-04-08T10:56:31.990940245Z,0
c19,009,543,p1,2022-04-08T10:20:22.981553231Z,2022-04-08T10:21:00.481463471Z,0
c19,010,55a,p2,2022-04-08T10:08:37.811525469Z,2022-04-08T10:11:50.812763244Z,0
c19,010,55a,p2,2022-04-08T10:27:24.316415781Z,2022-04-08T10:28:06.649997138Z,0
c19,010,55a,p2,2022-04-08T10:31:40.317588584Z,2022-04-08T10:40:20.319844158Z,0
c19,011,673,p1,2022-04-08T10:13:13.812761059Z,2022-04-08T10:14:03.146300607Z,0
c19,011,673,p1,2022-04-08T10:21:15.148128549Z,2022-04-08T10:21:37.148269629Z,0
c19,011,673,p1,2022-04-08T10:22:06.315489863Z,2022-04-08T10:24:07.148919405Z,0
c19,011,673,p1,2022-04-08T10:35:47.485196486Z,2022-04-08T10:40:03.486378307Z,0
c19,011,673,p1,2022-04-08T10:45:54.988047324Z,2022-04-08T10:48:58.655668165Z,0
c19,012,6ad,p1,2022-04-08T10:12:55.146024247Z,2022-04-08T10:13:36.312858429Z,0
c19,012,6ad,p1,2022-04-08T10:15:18.480007877Z,2022-04-08T10:15:49.646765173Z,0
c19,012,6ad,p1,2022-04-08T10:18:57.814208749Z,2022-04-08T10:19:22.647664404Z,0
c19,012,6ad,p1,2022-04-08T10:19:33.481075495Z,2022-04-08T10:20:40.148061862Z,0
c19,012,6ad,p1,2022-04-08T10:21:56.148277690Z,2022-04-08T10:25:11.149216495Z,0
c19,012,6ad,p1,2022-04-08T10:28:12.483333036Z,2022-04-08T10:30:44.150653679Z,0
c19,012,6ad,p1,2022-04-08T10:33:15.984627294Z,2022-04-08T10:34:42.984965089Z,0
c19,013,6cc,p2,2022-04-08T10:27:21.816448720Z,2022-04-08T10:31:06.150762774Z,0
c19,013,6cc,p2,2022-04-08T10:42:37.153812126Z,2022-04-08T10:45:24.154580365Z,0
c19,014,7b3,p2,2022-04-08T10:08:01.811364620Z,2022-04-08T10:09:29.811688876Z,0
c19,014,7b3,p2,2022-04-08T10:12:46.145969222Z,2022-04-08T10:14:18.813037062Z,0
c19,014,7b3,p2,2022-04-08T10:15:41.646747095Z,2022-04-08T10:16:37.980308243Z,0
c19,014,7b3,p2,2022-04-08T10:33:44.318112011Z,2022-04-08T10:36:28.818844274Z,0
c19,014,7b3,p2,2022-04-08T10:52:25.156636823Z,2022-04-08T10:53:49.490327659Z,0
c20,001,027,p2,2022-04-09T10:12:28.018266722Z,2022-04-09T10:18:00.019444903Z,0
c20,001,027,p2,2022-04-09T10:20:26.853415433Z,2022-04-09T10:20:46.520156859Z,0
c20,002,175,p2,2022-04-09T10:32:16.690102285Z,2022-04-09T10:32:49.690260657Z,0
c20,002,175,p2,2022-04-09T10:42:27.860013063Z,2022-04-09T10:44:13.360639348Z,0
c20,002,175,p2,2022-04-09T10:54:45.530595204Z,2022-04-09T10:55:02.363950819Z,0
c20,002,175,p2,2022-04-09T11:05:56.534000572Z,2022-04-09T11:07:20.534410740Z,0
c20,003,1a8,p1,NA,NA,0
c20,003,760,p1,NA,NA,0
c20,004,1dc,p1,2022-04-09T10:08:14.683294822Z,2022-04-09T10:09:51.683806230Z,0
c20,004,1dc,p1,2022-04-09T10:10:56.684505636Z,2022-04-09T10:11:26.350850103Z,0
c20,004,1dc,p1,2022-04-09T10:12:22.517852368Z,2022-04-09T10:14:17.185046462Z,0
c20,005,2f3,p2,NA,NA,0
c20,006,357,p1,NA,NA,0
c20,007,3fb,p2,NA,NA,0
c20,008,4c1,p1,NA,NA,0
c20,009,4d6,p1,NA,NA,0
c20,010,533,p2,2022-04-09T10:44:47.527465862Z,2022-04-09T10:45:19.027603165Z,0
c20,010,533,p2,2022-04-09T10:57:02.364701400Z,2022-04-09T11:00:46.532908609Z,0
c20,010,533,p2,2022-04-09T11:01:03.365874651Z,2022-04-09T11:06:38.534206248Z,0
c20,011,561,p1,2022-04-09T10:15:27.852019105Z,2022-04-09T10:16:11.352686380Z,0
c20,011,561,p1,2022-04-09T10:24:54.521320246Z,2022-04-09T10:35:39.524366811Z,0
c20,012,5ab,p1,2022-04-09T10:09:56.517147096Z,2022-04-09T10:11:58.351057017Z,0
c20,013,601,p1,NA,NA,0
c20,014,614,p2,NA,NA,0
c20,015,756,p2,2022-04-09T10:43:29.527033766Z,2022-04-09T10:44:42.527443341Z,0
c20,015,756,p2,2022-04-09T10:45:49.194466742Z,2022-04-09T10:47:53.528464168Z,0
c20,016,814,p2,NA,NA,0
c21,001,072,p2,00:44:46.833,00:46:55.166,0
c21,001,072,p2,01:17:22.667,01:20:24.833,0
c21,002,0d4,p2,01:02:18.000,01:05:16.833,0
c21,003,0df,p1,00:42:30.500,00:42:48.666,0
c21,003,0df,p1,00:43:02.833,00:43:59.666,0
c21,004,0fa,p2,NA,NA,0
c21,005,1be,p1,00:55:23.500,00:55:34.166,0
c21,005,1be,p1,00:58:35.166,01:03:06.333,0
c21,006,1c8,p2,00:55:39.500,00:59:42.333,0
c21,007,222,p2,00:44:44.500,00:45:43.833,0
c21,007,222,p2,00:46:08.666,00:46:29.000,0
c21,007,222,p2,01:11:28.500,01:12:29.833,0
c21,008,22b,p1,01:07:14.666,01:21:43.500,0
c21,009,3a7,p1,00:47:07.666,00:47:39.833,0
c21,009,3a7,p1,00:47:44.666,00:47:58.666,0
c21,009,3a7,p1,00:49:11.333,00:50:16.833,0
c21,010,3be,p2,00:43:12.833,00:43:23.500,0
c21,010,3be,p2,00:44:08.500,00:45:10.333,0
c21,010,3be,p2,00:51:52.500,00:53:14.500,0
c21,011,4e0,p2,01:02:45.333,01:03:33.500,0
c21,011,4e0,p2,01:04:14.000,01:04:24.000,0
c21,012,54b,p1,NA,NA,0
c21,013,77c,p1,00:44:17.666,00:45:20.833,0
c21,013,77c,p1,00:59:34.666,01:02:14.666,0
c21,014,806,p1,00:43:02.666,00:43:17.500,0
c21,014,806,p1,00:43:27.166,00:43:49.000,0
c22,001,001,p2,2022-04-16T10:13:51.813975447Z,2022-04-16T10:16:04.648107479Z,0
c22,001,001,p2,2022-04-16T10:17:07.481867513Z,2022-04-16T10:19:24.649424817Z,0
c22,001,001,p2,2022-04-16T10:44:01.323238858Z,2022-04-16T10:44:49.656729177Z,0
c22,001,001,p2,2022-04-16T10:45:19.490683674Z,2022-04-16T10:47:22.990741896Z,0
c22,002,088,p2,2022-04-16T10:12:51.313712983Z,2022-04-16T10:14:17.980724149Z,0
c22,002,088,p2,2022-04-16T10:16:13.314861646Z,2022-04-16T10:18:13.482226076Z,0
c22,002,088,p2,2022-04-16T10:24:34.151121942Z,2022-04-16T10:27:18.485276806Z,0
c22,002,088,p2,2022-04-16T10:33:34.987067575Z,2022-04-16T10:35:39.820904316Z,0
c22,002,088,p2,2022-04-16T10:38:45.488420018Z,2022-04-16T10:41:06.655741365Z,0
c22,002,088,p2,2022-04-16T10:47:42.491305911Z,2022-04-16T10:49:50.158315335Z,0
c22,002,088,p2,2022-04-16T10:58:18.661229588Z,2022-04-16T11:00:13.495128440Z,0
c22,003,0cc,p2,NA,NA,0
c22,004,0f3,p1,2022-04-16T10:10:01.813002968Z,2022-04-16T10:10:54.146491670Z,0
c22,004,0f3,p1,2022-04-16T10:12:08.146895132Z,2022-04-16T10:13:21.480541504Z,0
c22,005,1cc,p2,2022-04-16T10:09:19.479557297Z,2022-04-16T10:10:56.313237566Z,0
c22,006,203,p1,2022-04-16T10:35:32.654263168Z,2022-04-16T10:36:06.821084789Z,0
c22,007,215,p2,2022-04-16T10:09:31.312937416Z,2022-04-16T10:10:37.979834308Z,0
c22,008,424,p1,2022-04-16T10:09:17.312891180Z,2022-04-16T10:09:34.979640554Z,0
c22,008,424,p1,2022-04-16T10:09:51.479622112Z,2022-04-16T10:10:30.979802855Z,0
c22,008,424,p1,2022-04-16T10:11:17.313323677Z,2022-04-16T10:11:34.646683985Z,0
c22,009,426,p1,2022-04-16T10:26:55.818402941Z,2022-04-16T10:33:27.320760105Z,0
c22,010,42a,p1,2022-04-16T10:12:49.813728089Z,2022-04-16T10:13:09.147105083Z,0
c22,010,42a,p1,2022-04-16T10:17:31.148687407Z,2022-04-16T10:19:57.816285736Z,0
c22,010,42a,p1,2022-04-16T10:23:47.484187461Z,2022-04-16T10:25:14.318004846Z,0
c22,011,474,p2,NA,NA,0
c22,012,483,p1,2022-04-16T10:09:46.146219637Z,2022-04-16T10:10:39.813174529Z,0
c22,012,483,p1,2022-04-16T10:11:07.313285692Z,2022-04-16T10:11:51.313444790Z,0
c22,012,483,p1,2022-04-16T10:59:07.828038315Z,2022-04-16T11:00:20.328467623Z,0
c22,013,4e9,p2,2022-04-16T10:08:54.646127486Z,2022-04-16T10:12:01.313444334Z,0
c22,014,51b,p2,2022-04-16T10:09:22.646256764Z,2022-04-16T10:09:46.146219637Z,0
c22,014,51b,p2,2022-04-16T10:09:51.812979087Z,2022-04-16T10:10:39.646494663Z,0
c22,014,51b,p2,2022-04-16T10:11:21.646671568Z,2022-04-16T10:11:39.146761596Z,0
c22,014,51b,p2,2022-04-16T10:26:56.485074435Z,2022-04-16T10:28:45.985700495Z,0
c22,014,51b,p2,2022-04-16T10:29:23.319084829Z,2022-04-16T10:30:10.652769193Z,0
c22,014,51b,p2,2022-04-16T10:36:07.321086996Z,2022-04-16T10:37:54.154924505Z,0
c22,015,565,p1,2022-04-16T10:19:03.482586664Z,2022-04-16T10:21:00.316631218Z,0
c22,016,6bc,p1,2022-04-16T10:09:05.979532007Z,2022-04-16T10:10:17.646340341Z,0
c23,001,01b,p1,2022-04-19T10:09:12.813526382Z,2022-04-19T10:10:38.647299119Z,0
c23,001,01b,p1,2022-04-19T10:11:03.647306360Z,2022-04-19T10:11:57.147571069Z,0
c23,001,01b,p1,2022-04-19T10:19:13.149500419Z,2022-04-19T10:19:32.649584377Z,0
c23,002,133,p1,2022-04-19T10:51:15.323659372Z,2022-04-19T10:52:31.490522841Z,0
c23,003,18e,p1,2022-04-19T10:44:43.488683012Z,2022-04-19T10:56:09.824844302Z,0
c23,004,1bc,p1,2022-04-19T10:10:27.313804663Z,2022-04-19T10:10:31.147165439Z,0
c23,004,1bc,p1,2022-04-19T10:10:35.313884869Z,2022-04-19T10:11:14.480643823Z,0
c23,004,1bc,p1,2022-04-19T10:12:46.647791359Z,2022-04-19T10:13:11.647859700Z,0
c23,004,1bc,p1,2022-04-19T10:14:28.148279714Z,2022-04-19T10:15:07.815148128Z,0
c23,005,26a,p2,2022-04-19T10:15:19.481841592Z,2022-04-19T10:15:40.981935181Z,0
c23,005,26a,p2,2022-04-19T10:44:40.322038402Z,2022-04-19T10:46:13.822431072Z,0
c23,006,274,p1,2022-04-19T10:14:45.315423554Z,2022-04-19T10:15:27.981817628Z,0
c23,006,274,p1,2022-04-19T10:21:54.650183735Z,2022-04-19T10:23:55.484445101Z,0
c23,006,274,p1,2022-04-19T10:33:22.819496131Z,2022-04-19T10:36:01.653412978Z,0
c23,007,326,p2,2022-04-19T10:09:06.646842873Z,2022-04-19T10:10:25.480508558Z,0
c23,007,326,p2,2022-04-19T10:10:59.647318321Z,2022-04-19T10:12:07.314286476Z,0
c23,007,326,p2,2022-04-19T10:14:42.981675116Z,2022-04-19T10:15:41.148590594Z,0
c23,008,3cc,p2,2022-04-19T10:10:07.480435344Z,2022-04-19T10:10:48.647281494Z,0
c23,008,3cc,p2,2022-04-19T10:11:09.814029716Z,2022-04-19T10:11:23.480756281Z,0
c23,008,3cc,p2,2022-04-19T10:23:57.150551536Z,2022-04-19T10:27:01.818097403Z,0
c23,008,3cc,p2,2022-04-19T10:28:28.651765004Z,2022-04-19T10:32:27.485966603Z,0
c23,009,55e,p2,2022-04-19T10:13:54.648071063Z,2022-04-19T10:15:35.981897288Z,0
c23,010,587,p1,2022-04-19T10:10:48.980615946Z,2022-04-19T10:12:55.314481797Z,0
c23,010,587,p1,2022-04-19T10:21:43.150110895Z,2022-04-19T10:24:05.484038786Z,0
c23,011,5c7,p2,NA,NA,0
c23,012,676,p2,2022-04-19T10:09:28.813585933Z,2022-04-19T10:10:11.813776544Z,0
c23,012,676,p2,2022-04-19T10:17:16.649010275Z,2022-04-19T10:18:50.316083648Z,0
c23,012,676,p2,2022-04-19T10:19:46.149610788Z,2022-04-19T10:20:51.816586733Z,0
c23,013,75b,p1,2022-04-19T10:11:08.314025686Z,2022-04-19T10:11:40.314153003Z,0
c23,013,75b,p1,2022-04-19T10:12:52.647809225Z,2022-04-19T10:14:10.481543129Z,0
c23,014,77b,p2,2022-04-19T10:48:36.489666574Z,2022-04-19T10:51:24.824119220Z,0
c23,014,77b,p2,2022-04-19T10:53:18.490805907Z,2022-04-19T10:54:12.324344365Z,0
c23,014,77b,p2,2022-04-19T10:56:36.824947716Z,2022-04-19T10:57:57.825281823Z,0
c24,001,041,p1,2022-04-17T10:11:31.932244164Z,2022-04-17T10:14:11.433014279Z,0
c24,001,041,p1,2022-04-17T10:18:36.267605269Z,2022-04-17T10:20:10.434742334Z,0
c24,001,041,p1,2022-04-17T10:21:29.435509275Z,2022-04-17T10:24:51.769268944Z,0
c24,002,084,p2,2022-04-17T10:28:31.936957477Z,2022-04-17T10:32:42.938026444Z,0
c24,002,084,p2,2022-04-17T10:32:53.271390937Z,2022-04-17T10:36:16.105565493Z,0
c24,003,09e,p2,2022-04-17T10:08:07.597835559Z,2022-04-17T10:08:25.264622902Z,0
c24,003,09e,p2,2022-04-17T10:09:10.931949669Z,2022-04-17T10:09:40.264971586Z,0
c24,003,09e,p2,2022-04-17T10:11:41.765595143Z,2022-04-17T10:22:32.935408286Z,0
c24,004,12b,p2,NA,NA,0
c24,005,1b7,p1,2022-04-17T10:07:50.264401588Z,2022-04-17T10:09:43.264985338Z,0
c24,005,1b7,p1,2022-04-17T10:10:02.098363281Z,2022-04-17T10:11:07.098702674Z,0
c24,005,1b7,p1,2022-04-17T10:26:09.769667353Z,2022-04-17T10:26:56.603127617Z,0
c24,006,1d4,p2,2022-04-17T10:37:17.105768847Z,2022-04-17T10:37:24.606277111Z,0
c24,007,1f3,p1,NA,NA,0
c24,008,205,p2,NA,NA,0
c24,009,408,p2,2022-04-17T10:09:25.264925160Z,2022-04-17T10:10:18.265154722Z,0
c24,009,408,p2,2022-04-17T10:10:50.598710944Z,2022-04-17T10:12:37.099213065Z,0
c24,009,408,p2,2022-04-17T10:14:44.099818227Z,2022-04-17T10:17:30.600683888Z,0
c24,009,408,p2,2022-04-17T10:23:48.269050836Z,2022-04-17T10:34:42.605187972Z,0
c24,010,522,p1,2022-04-17T10:09:50.264992611Z,2022-04-17T10:16:06.100279233Z,0
c24,010,522,p1,2022-04-17T10:16:51.767159431Z,2022-04-17T10:17:49.267436540Z,0
c24,010,522,p1,2022-04-17T10:18:43.434348589Z,2022-04-17T10:24:58.103105440Z,0
c24,010,522,p1,2022-04-17T10:25:37.936643592Z,2022-04-17T10:27:39.270059628Z,0
c24,010,522,p1,2022-04-17T10:36:10.272169193Z,2022-04-17T10:36:29.772302908Z,0
c24,010,522,p1,2022-04-17T10:37:31.939644516Z,2022-04-17T10:45:16.775164247Z,0
c24,011,5ed,p1,2022-04-17T10:46:11.442024209Z,2022-04-17T10:52:04.610642406Z,0
c24,011,5ed,p1,2022-04-17T10:52:18.777359255Z,2022-04-17T10:58:27.279575437Z,0
c24,012,624,p1,2022-04-17T10:15:28.766716373Z,2022-04-17T10:18:14.267545260Z,0
c24,012,624,p1,2022-04-17T10:18:20.434260863Z,2022-04-17T10:27:07.769894578Z,0
c24,013,7f4,p1,2022-04-17T10:30:27.104110334Z,2022-04-17T10:30:59.771312257Z,0
c24,013,7f4,p1,2022-04-17T10:32:04.604510196Z,2022-04-17T10:33:09.938120421Z,0
c24,013,7f4,p1,2022-04-17T10:36:31.772310414Z,2022-04-17T10:37:43.105892747Z,0
c24,013,7f4,p1,2022-04-17T10:49:09.443054486Z,2022-04-17T10:52:26.944120091Z,0
c24,014,7f6,p2,2022-04-17T10:08:18.431251415Z,2022-04-17T10:08:37.431373345Z,0
c24,014,7f6,p2,2022-04-17T10:09:08.931532131Z,2022-04-17T10:09:30.431555415Z,0
c24,014,7f6,p2,2022-04-17T10:09:40.098312759Z,2022-04-17T10:10:18.931845099Z,0
c24,014,7f6,p2,2022-04-17T10:11:42.765613235Z,2022-04-17T10:14:22.266400007Z,0
c24,014,7f6,p2,2022-04-17T10:17:58.934096190Z,2022-04-17T10:41:05.440130632Z,0
c24,015,80a,p1,2022-04-17T10:09:38.931628741Z,2022-04-17T10:12:34.432513731Z,0
c24,015,80a,p1,2022-04-17T10:16:52.767100812Z,2022-04-17T10:19:02.434893500Z,0
c24,015,80a,p1,2022-04-17T10:22:54.935497240Z,2022-04-17T10:53:46.777860465Z,0
c24,016,81f,p2,2022-04-17T10:27:23.936668606Z,2022-04-17T10:31:37.437698158Z,0
c24,016,81f,p2,2022-04-17T10:53:56.111263814Z,2022-04-17T10:54:04.111261049Z,0
c24,016,81f,p2,2022-04-17T10:56:40.612044891Z,2022-04-17T10:57:40.112277434Z,0
c25,001,100,p1,2022-04-20T10:22:21.478894484Z,2022-04-20T10:22:33.812269129Z,0
c25,001,100,p1,2022-04-20T10:40:28.817049237Z,2022-04-20T10:41:56.650774924Z,0
c25,002,013,p1,2022-04-20T10:22:30.478940946Z,2022-04-20T10:23:35.645790004Z,0
c25,002,013,p1,2022-04-20T10:26:03.479888293Z,2022-04-20T10:27:20.646919541Z,0
c25,002,013,p1,2022-04-20T10:27:51.480490545Z,2022-04-20T10:28:41.313944078Z,0
c25,005,212,p1,2022-04-20T10:11:33.309509167Z,2022-04-20T10:12:31.643166553Z,0
c25,005,212,p1,2022-04-20T10:12:55.143269454Z,2022-04-20T10:13:55.143478550Z,0
c25,005,212,p1,2022-04-20T10:40:19.483724736Z,2022-04-20T10:40:32.483773221Z,0
c25,005,212,p1,2022-04-20T10:40:44.817066309Z,2022-04-20T10:42:30.650869476Z,0
c25,005,212,p1,2022-04-20T10:44:22.151335742Z,2022-04-20T10:45:29.984864147Z,0
c25,005,212,p1,2022-04-20T10:50:54.652787629Z,2022-04-20T10:51:38.819644101Z,0
c25,005,212,p1,2022-04-20T10:59:24.988111068Z,2022-04-20T11:03:12.989139350Z,0
c25,009,34e,p1,NA,NA,0
